Tasa infeasibility,Desviación general,Agregado,Tiempo de ejecución (ms)
31,0.2489221743561438,0.26506107031015924,8969
41,0.24741320698033112,0.26875819840338383,8854
39,0.25037311706796916,0.2706768893972144,8919
131,0.19592347691640363,0.2641233275607915,8821
28,0.25095802501350073,0.265535092326805,8816
