Tasa infeasibility,Desviación general,Agregado,Tiempo de ejecución (ms)
50,0.24991699213655236,0.2759474694817386,10446
52,0.2465927328229893,0.273664429261983,10194
56,0.23792469558277934,0.2670788302093879,9948
103,0.21250837946607443,0.26613116279715804,12130
44,0.24227794725047308,0.26518476731423696,10472
