Tasa infeasibility,Desviación general,Agregado,Tiempo de ejecución (ms)
121,0.209275302375702,0.27226905755105263,367
38,0.2503295628557663,0.27011272563810784,467
43,0.2502574036724635,0.27264361418932365,485
43,0.2503489318191724,0.2727351423360325,457
38,0.2500318375680465,0.269815000350388,616
