Tasa infeasibility,Desviación general,Agregado,Tiempo de ejecución (ms)
98,0.21012534036925562,0.2611450759658206,9840
49,0.24965266699948502,0.27516253479776753,9799
32,0.24827996589910054,0.2649394714000197,9796
42,0.24706110933570688,0.2689267103056633,9776
132,0.2021165244350672,0.2708369846263588,9620
