tasa_inf,desviacion_general,agr,tiempo
0,0.35563416869599856,0.35563416869599856,2
1,0.35390916310277215,0.3544297726496759,1
0,0.31253937638399376,0.31253937638399376,1
0,0.3556341686959986,0.3556341686959986,2
0,0.35563416869599856,0.35563416869599856,3
