Tasa infeasibility,Desviación general,Agregado,Tiempo de ejecución (ms)
29,0.2416966474727071,0.2567943243329151,8513
38,0.2451000776885672,0.2648832404709087,8639
39,0.2501665425614094,0.27047031489065465,7775
122,0.19518296188513726,0.25869732660739164,7953
92,0.20857483965389384,0.2564709179690365,7973
