tasa_inf,desviacion_general,agr,tiempo
128,0.23131041579428133,0.3572676553545304,7701
71,0.2695063700144966,0.3393732763330723,7602
40,0.26696486361672345,0.3063265009793013,7100
69,0.20071704382384456,0.26861586827429135,7048
34,0.2500878813233177,0.2835452730815089,6854
