tasa_inf,desviacion_general,agr,tiempo
53,0.18599242021856885,0.2381465897239845,6674
83,0.27498709537517313,0.35666249290252217,6874
109,0.22350595424681313,0.33076641605983775,6483
36,0.20692348164704608,0.24234895527336614,6357
48,0.18929543589485798,0.23652940072995138,6244
