tasa_inf,desviacion_general,agr,tiempo
16,0.25993713800128326,0.2756817929463144,6507
68,0.186395252441578,0.2533100359579603,6218
34,0.25645119244379805,0.28990858420198923,6708
71,0.19559248419769992,0.2654593905162756,6209
42,0.2445794807952415,0.2859092000259482,6258
