tasa_inf,desviacion_general,agr,tiempo
45,0.1944703282124333,0.23875217024533335,7019
60,0.18771662328498823,0.246759079328855,6935
56,0.1902797235364119,0.24538601584402087,6948
45,0.1896674050924819,0.23394924712538195,7083
40,0.19363389731441308,0.2329955346769909,7010
