tasa_inf,desviacion_general,agr,tiempo
56,0.18839900917798108,0.24350530148559008,3910
64,0.18820491479018223,0.2511835345703068,3682
60,0.18784574868594792,0.24688820472981468,4026
70,0.18745312324944333,0.25633598863395457,3646
60,0.18851125353569806,0.24755370957956482,3747
