tasa_inf,desviacion_general,agr,tiempo
51,0.18842707955184587,0.2386131671891326,3924
52,0.18921331102283842,0.24038343959418962,3948
45,0.19549794268889978,0.23977978472179984,4578
53,0.1893854826283243,0.24153965213373996,4376
54,0.18560837247867404,0.23874658291815412,4054
