tasa_inf,desviacion_general,agr,tiempo
24,0.7647285383332781,0.9465917465142193,1375
23,0.7359474519759276,0.9102330264826629,1366
10,0.6009627426136233,0.6767390793556821,1321
17,0.6189757520741047,0.7477955245356047,1386
10,0.62247306477062,0.6982494015126789,1435
