Tasa infeasibility,Desviación general,Agregado,Tiempo de ejecución (ms)
11,0.6080390203227128,0.6913929907389775,2901
8,0.660986977098914,0.721608046492561,2724
11,0.6186055777069909,0.7019595481232556,2622
4,0.6943252474659661,0.7246357821627897,2599
22,0.7264873762434317,0.8931953170759611,2670
