Tasa infeasibility,Desviación general,Agregado,Tiempo de ejecución (ms)
7,0.6643947289176643,0.7174381646371054,3888
11,0.6218592939368772,0.7052132643531419,3626
11,0.6096324742906278,0.6929864447068925,3671
4,0.6940254621410952,0.7243359968379187,3774
5,0.7548182777933078,0.7927064461643372,3681
