tasa_inf,desviacion_general,agr,tiempo
19,0.7137963846294474,0.8577714244393592,2378
11,0.6210394369192469,0.7043934073355116,2333
10,0.6090543230426192,0.684830659784678,2333
21,0.7490014866914478,0.9081317938497714,2347
2,0.7625802612277166,0.7777355285761284,2316
