Tasa infeasibility,Desviación general,Agregado,Tiempo de ejecución (ms)
337,0.1555805829542661,0.24589262033351103,18309
380,0.1573559533246417,0.2591914850875885,17809
311,0.14557870835152706,0.22892305145225456,17877
383,0.14346239300240993,0.24610188948980105,15914
430,0.15907510745937306,0.2743100512963918,15794
