tasa_inf,desviacion_general,agr,tiempo
80,0.11711208192919026,0.13855114124770537,6227
182,0.10473437524571533,0.1535082351953372,5629
105,0.10718961567578263,0.1353283810313337,6884
103,0.11256088109812162,0.14016366997070984,5632
195,0.11112869020929048,0.16338639729817106,5820
