tasa_inf,desviacion_general,agr,tiempo
200,0.1173115420123448,0.17090919030863258,18019
216,0.12988440793566983,0.18776986809566065,17920
238,0.125167406441069,0.18894860791365148,18152
208,0.13228104145168684,0.18802259567982615,18414
194,0.12055627351081633,0.1725459923582155,18008
