Tasa infeasibility,Desviación general,Agregado,Tiempo de ejecución (ms)
197,0.12440363106325603,0.1771973146350995,17908
191,0.11988933216266255,0.1710750862856174,17981
216,0.1222120482405488,0.18009750840053962,18227
130,0.11775368625230517,0.15259215764489223,18272
143,0.12043047225127776,0.15875279078312354,18079
