tasa_inf,desviacion_general,agr,tiempo
312,0.16130594768850118,0.24491827903071012,16548
240,0.1556153076025253,0.21993248555807063,16611
253,0.15043527274782245,0.2182362978426265,16285
258,0.15392308809418587,0.2230640543963971,16568
241,0.1646549510988749,0.22924011729590169,16269
