Tasa infeasibility,|Desviación general - distancia óptima|,Agregado,Tiempo de ejecución (ms)
4,0.222166978228719,1.1431193026395263,4
3,0.23350384270234004,0.6834104006057655,2
3,0.3663230875686889,0.5505911557394166,1
3,0.48714259250659925,0.42977165080150626,1
0,0.5355596977659801,0.36924030223401993,2
