Tasa infeasibility,| Desviación general - distancia óptima |,Agregado,Tiempo de ejecución (ms)
1,0.002207478219948822,0.9145851118941547,2
1,0.23983723351924446,0.6725404001549614,1
2,0.36287805889841107,0.5570772084500007,1
1,0.5081430489461349,0.404234584728071,0
1,0.5390332296746945,0.3733444039995114,1
