Tasa infeasibility,| Desviación general - distancia óptima |,Agregado,Tiempo de ejecución (ms)
6,0.012892028125540689,0.21719261809176724,12
8,0.03020581565449823,0.20015771263524565,17
1,0.059320903142150966,0.17006653789406703,12
9,0.09085530458090874,0.13964766474505313,10
1,0.10875492399257197,0.12063251704364603,13
