Tasa infeasibility,| Desviación general - distancia óptima |,Agregado,Tiempo de ejecución (ms)
18,0.17289127110262015,0.8045941887460126,149
18,0.21930213854705582,0.758183321301577,156
18,0.15326440489745863,0.8242210549511741,83
10,0.17117753940980174,0.7740032716172165,133
15,0.17437241890389132,0.790998797636636,160
