Tasa infeasibility,Desviación general,Agregado,Tiempo de ejecución (ms)
16,0.7174755345145758,0.7820848321578049,2480
17,0.7174755345145758,0.7861229132605068,2491
27,0.7139070366923246,0.8229352264652737,2396
34,0.7182101907094349,0.8555049482012967,2353
44,0.7461822733009651,0.9238578418198451,2349
