Tasa infeasibility,Desviación general,Agregado,Tiempo de ejecución (ms)
250,1.573117611496611,2.5826378871720657,2838
238,1.5417050147540994,2.502768317197132,2914
241,1.5713917338491412,2.5445692796002795,2805
248,1.4790083395417268,2.480452453011778,2856
250,1.5536007681457227,2.5631210438211776,2802
