Tasa infeasibility,|Desviación general - distancia óptima|,Agregado,Tiempo de ejecución (ms)
12,0.011695915873589896,0.22076794302418737,20
56,0.07728499402256786,0.16697034750039272,12
25,0.09301398737866667,0.14293371865836932,9
99,0.08689480993629933,0.16888402597036312,8
13,0.11942728017395231,0.1133045669653064,9
