Tasa infeasibility,| Desviación general - distancia óptima |,Agregado,Tiempo de ejecución (ms)
37,0.11410259329685263,0.26944995993858517,486
30,0.11343646111807015,0.26647182528904156,468
38,0.11852816728003268,0.26554499550230887,628
36,0.11424653519730599,0.2687854084912281,575
49,0.11450385746429312,0.27529601033398937,486
