Tasa infeasibility,| Desviación general - distancia óptima |,Agregado,Tiempo de ejecución (ms)
0,0.06349073727268395,0.30079926272731605,1
19,0.10555021885207805,0.2686313625390927,2
4,0.14225293680542014,0.22411950138219475,6
0,0.1755825568321688,0.1887074431678312,2
0,0.2116103692918138,0.15267963070818621,4
