Tasa infeasibility,| Desviación general - distancia óptima |,Agregado,Tiempo de ejecución (ms)
0,0.06161203233790025,0.30267796766209976,2
4,0.1027090159390453,0.26551714779721247,2
3,0.1410205971171199,0.22622152568507345,2
7,0.18281449436116423,0.18836379217728688,2
4,0.20802524092753225,0.16020092280872555,2
