Tasa infeasibility,| Desviación general - distancia óptima |,Agregado,Tiempo de ejecución (ms)
51,0.17605347213891429,0.23842261549837246,547
50,0.16962929290239384,0.24386275380082847,482
60,0.17910683836733174,0.24422561767653503,598
50,0.17383647734618174,0.23965556935704058,489
54,0.16945082871492825,0.24797738172455183,497
