Tasa infeasibility,| Desviación general - distancia óptima |,Agregado,Tiempo de ejecución (ms)
264,0.11995462524627928,0.14610580831526865,8105
209,0.11752506107538922,0.14086611549416955,7039
224,0.11511444480418241,0.14536834730864612,4555
162,0.1088896284090765,0.142947819458237,5845
256,0.12103016807843217,0.14391473719337186,6457
