Tasa infeasibility,Desviación general,Agregado,Tiempo de ejecución (ms)
298,0.1376634719711253,0.2175239679325941,13524
505,0.15283939891485804,0.2881734608629847,13914
296,0.14333642169117597,0.22266094116968188,13746
535,0.16430472631976886,0.3076784355123387,13793
276,0.14643774095178602,0.22040249560066316,13913
