Tasa infeasibility,| Desviación general - distancia óptima |,Agregado,Tiempo de ejecución (ms)
11,0.29407644292210566,0.6940775274941591,136
11,0.2918438964282972,0.6963100739879675,195
12,0.238560621452084,0.7571709826383867,121
27,0.1631636071543291,0.9462325020492298,184
11,0.29928237198472807,0.6888715984315367,114
