tasa_inf,desviacion_general,agr,tiempo
29,0.6145252688035903,0.731629620781943,2544
26,0.5963034973601335,0.7012936060303808,2488
17,0.7040880544810447,0.7727354332269757,2572
18,0.7076086710154561,0.7802941308640888,2473
13,0.7166162056238834,0.7691112599590071,2557
