tasa_inf,desviacion_general,agr,tiempo
37,0.5768880439745326,0.7262970447745,3066
12,0.7177554388181087,0.7662124120505305,2943
21,0.7125476393307714,0.7973473424875096,3100
19,0.7336701803995954,0.81039372135093,3223
12,0.7036588472035733,0.7521158204359951,3072
