tasa_inf,desviacion_general,agr,tiempo
16,0.7168110593274758,0.7814203569707049,2817
12,0.717307470090242,0.7657644433226638,2616
13,0.7107358904756754,0.7632309448107991,2612
16,0.70262650433507,0.7672358019782991,2650
12,0.7045377707402963,0.7529947439727182,2628
