Tasa infeasibility,Desviación general,Agregado,Tiempo de ejecución (ms)
28,0.5977504045969535,0.7108166754726044,2982
13,0.703327083365618,0.7558221377007417,2676
31,0.5982121124571282,0.7233926266408847,2745
13,0.7069206137315457,0.7594156680666694,2638
13,0.703743407173753,0.7562384615088767,2869
