tasa_inf,desviacion_general,agr,tiempo
209,0.11664809981152986,0.14579127638108863,18485
271,0.11827818951170013,0.15606671032677394,18111
335,0.12306871956627997,0.16978146669930477,17999
279,0.11939386269389833,0.158297911798716,18084
246,0.11356813227458457,0.14787062718420874,18049
