Tasa infeasibility,Desviación general,Agregado,Tiempo de ejecución (ms)
388,0.11409565427026377,0.16819877632284175,22042
307,0.12899074266004432,0.17179914077896555,21829
253,0.12547917121129526,0.16075775337444534,21299
373,0.12185505781693647,0.1738665643262447,21211
396,0.1272097020659791,0.18242835240830096,21473
